CUSTOMER ID,CUSTOMER NAME,PHONE NO,PRODUCT CATEGORY,PRODUCT NAME,ISSUES,,SEVERITY,CREATED BY,OPENED,CLOSED,DATE-OPENED,DATECLOSED,s,d,Hours,Days
45329,Amelia,912-2762-81,Desktop,Ace Quantum Core 5278,Does not connect to external devices,,Medium,Surya,8:00 AM,7:00 AM,01-12-2021,1-13-2021,01-12-2021 08:00,13-01-2021 00:00,7736,323
75374,Briony,255-4087-40,Desktop,Ace PC 3699,Forgotten password,,Low,Surya,2:00 PM,5:00 PM,02-07-2021,02-10-2021,02-07-2021 14:00,02-10-2021 17:00,2211,93
52948,Harold,937-8524-02,Desktop,Ace Pro 1000,Screen Is blank,,High,Surya,1:00 PM,7:00 PM,2-27-2021,2-28-2021,27-02-2021 00:00,28-02-2021 00:00,24,1
5253,Tara,713-7618-08,Desktop,Ace Zeus V01,Screen borken,,High,Surya,10:00 AM,8:00 AM,02-12-2021,2-13-2021,02-12-2021 10:00,13-02-2021 00:00,7018,293
77585,Steven,196-1194-22,Desktop,Ace Quantum Core 5278,keypad not working,,High,Surya,9:00 AM,2:00 PM,01-09-2021,01-10-2021,01-09-2021 09:00,01-10-2021 14:00,725,31
87512,Aiden,661-4016-43,Desktop,Ace PC 3699,Overheating very often,,Medium,Surya,4:00 PM,1:00 PM,02-06-2021,02-07-2021,02-06-2021 16:00,02-07-2021 13:00,717,30
57887,Nicole,209-3299-54,Desktop,Ace Zeus V01,Display issues,,Medium,Surya,12:00 PM,10:00 AM,2-14-2021,2-15-2021,14-02-2021 00:00,15-02-2021 00:00,24,1
62850,Edward,937-6457-61,Desktop,Ace PC 3699,Fans not working,,High,Surya,7:00 PM,9:00 AM,1-28-2021,1-29-2021,28-01-2021 00:00,29-01-2021 00:00,24,1
41331,Rubie,106-4003-04,Laptop,Ace SparX,Connected to charger but not charging,,Medium,Surya,9:00 AM,4:00 PM,01-12-2021,1-15-2021,01-12-2021 09:00,15-01-2021 00:00,7689,321
68332,Jasmine,307-6160-34,Laptop,Ace SparX Pro,Screen scratches,,Low,Surya,11:00 AM,12:00 PM,01-03-2021,01-06-2021,01-03-2021 11:00,01-06-2021 12:00,2209,93
78963,Alisa,974-5286-61,Laptop,Ace Lappy 1126,Display glitches,,Medium,Surya,12:00 PM,7:00 PM,02-03-2021,02-04-2021,02-03-2021 12:00,02-04-2021 19:00,751,32
25746,Thomas,787-7845-02,Laptop,Ace Flare S6,Unresponsive power button,,High,Surya,2:00 PM,9:00 AM,2-27-2021,2-28-2021,27-02-2021 00:00,28-02-2021 00:00,24,1
59513,Owen,194-7224-88,Laptop,Ace Flare S6,Keyboard not working,,Medium,Surya,3:00 PM,11:00 AM,2-18-2021,2-19-2021,18-02-2021 00:00,19-02-2021 00:00,24,1
18814,Freddie,215-4358-64,Laptop,Ace SparX,Cannot install updates,,Medium,Surya,8:00 PM,12:00 PM,2-15-2021,2-16-2021,15-02-2021 00:00,16-02-2021 00:00,24,1
4797,Madaline,299-6322-76,Laptop,Ace Lappy 1126,Low battery life,,Low,Surya,3:00 PM,2:00 PM,01-05-2021,01-08-2021,01-05-2021 15:00,01-08-2021 14:00,2207,92
77539,Camila,528-2933-16,Laptop,Ace Flare S6,Cannot establish bluetooth connection,,Low,Surya,5:00 PM,3:00 PM,2-16-2021,2-19-2021,16-02-2021 00:00,19-02-2021 00:00,72,3
81718,Isabella,961-5026-49,Laptop,Ace Lappy 1126,Broken headphones port,8,Medium,Ahmed,6:00 PM,8:00 PM,2-23-2021,2-24-2021,23-02-2021 00:00,24-02-2021 00:00,24,1
94923,Brooke,509-4403-13,Laptop,Ace Flare S6,USB port damaged,,Medium,Ahmed,7:00 PM,3:00 PM,2-15-2021,2-16-2021,15-02-2021 00:00,16-02-2021 00:00,24,1
76615,Charlotte,125-5465-53,Laptop,Ace Notebook 1.0,Monitor ghosting,,Low,Ahmed,10:00 PM,5:00 PM,02-06-2021,02-09-2021,02-06-2021 22:00,02-09-2021 17:00,2203,92
32266,Adrianna,169-8536-15,Laptop,Ace Lappy 1126,Broken screen,6,High,Ahmed,5:00 PM,6:00 PM,1-18-2021,1-19-2021,18-01-2021 00:00,19-01-2021 00:00,24,1
50851,Vanessa,511-8278-68,Laptop,Ace Infinite,Touchscreen unresponsive,,Medium,Ahmed,7:00 PM,7:00 PM,01-12-2021,1-13-2021,01-12-2021 19:00,13-01-2021 00:00,7747,323
26210,Brooke,130-6154-46,Laptop,Ace Notebook 2.0,Display partially damaged,,Medium,Ahmed,8:00 AM,10:00 PM,2-27-2021,2-28-2021,27-02-2021 00:00,28-02-2021 00:00,24,1
94548,Alfred,157-8094-19,Laptop,Ace Notebook 2.0,Hard drive noises,,High,Ahmed,2:00 PM,12:00 PM,1-23-2021,1-24-2021,23-01-2021 00:00,24-01-2021 00:00,24,1
95701,Kelsey,037-0248-62,Laptop,Ace Lappy 1126,Cannot access RAM,7,Medium,Ahmed,1:00 PM,2:00 PM,1-17-2021,1-18-2021,17-01-2021 00:00,18-01-2021 00:00,24,1
6494,Deanna,679-3242-25,Laptop,Ace Lappy 1126,Cannot install updates,,Low,Ahmed,10:00 AM,3:00 PM,2-18-2021,2-21-2021,18-02-2021 00:00,21-02-2021 00:00,72,3
2949,George,441-8524-55,Laptop,Ace Lappy 1126,Connection to speakers unresponsive,,Medium,Ahmed,9:00 AM,8:00 PM,1-17-2021,1-18-2021,17-01-2021 00:00,18-01-2021 00:00,24,1
43606,Tess,604-8143-05,Laptop,Ace Lappy 1126,Fans working too fast,,High,Ahmed,4:00 PM,3:00 PM,02-11-2021,02-12-2021,02-11-2021 16:00,02-12-2021 15:00,719,30
43225,Cherry,096-3240-49,Laptop,Ace Notebook 2.0 Lite,Processor burning,,High,Ahmed,12:00 PM,5:00 PM,02-03-2021,02-04-2021,02-03-2021 12:00,02-04-2021 17:00,749,32
77484,Alisa,235-4499-04,Laptop,Ace Notebook 2.0 Lite,Dead laptop,,High,Rohan,7:00 PM,6:00 PM,1-26-2021,1-27-2021,26-01-2021 00:00,27-01-2021 00:00,24,1
5452,Aida,774-6191-89,Laptop,Ace Infinite,Connected to charger but not charging,,Medium,Rohan,9:00 AM,7:00 PM,2-17-2021,2-18-2021,17-02-2021 00:00,18-02-2021 00:00,24,1
36788,Frederick,929-1308-72,Laptop,Ace Flare S2,Battery issues,3,Low,Rohan,11:00 AM,10:00 PM,02-01-2021,02-04-2021,02-01-2021 11:00,02-04-2021 22:00,2171,91
42354,Cadie,613-2613-33,Laptop,Ace Flare S6,Cannot ptoject to screen,,Low,Rohan,12:00 PM,7:00 PM,2-16-2021,2-19-2021,16-02-2021 00:00,19-02-2021 00:00,72,3
99808,Valeria,081-4193-14,Laptop,Ace Infinite,Touchscreen unresponsive sometimes,,Low,Rohan,7:00 PM,10:00 PM,1-20-2021,1-23-2021,20-01-2021 00:00,23-01-2021 00:00,72,3
48137,Sawyer,272-4573-17,Laptop,Ace Flare S2,Webcam issues,,Low,Rohan,8:00 AM,8:00 AM,01-09-2021,01-12-2021,01-09-2021 08:00,01-12-2021 08:00,2184,91
97688,Florrie,898-1371-49,Laptop,Ace Notebook 2.0 Lite,Apps crashing often,2,Medium,Rohan,2:00 PM,2:00 PM,2-28-2021,04-01-2021,28-02-2021 00:00,04-01-2021 14:00,1306,55
27961,Alan,157-5783-34,Laptop,Ace TouchPad 2000,Glitches on screen,,Medium,Rohan,1:00 PM,1:00 PM,02-06-2021,02-07-2021,02-06-2021 13:00,02-07-2021 13:00,720,30
6259,Elian,709-1823-16,Laptop,Ace Flare S6,USB port damaged,,Medium,Rohan,10:00 AM,10:00 AM,1-25-2021,1-26-2021,25-01-2021 00:00,26-01-2021 00:00,24,1
21975,Jenna,764-2791-48,Laptop,Ace Lappy 1126,Touchpad unresponsive,,High,Rohan,9:00 AM,9:00 AM,2-13-2021,2-14-2021,13-02-2021 00:00,14-02-2021 00:00,24,1
47577,Thomas,259-5146-93,Phone,Ace M31 Prime,Calling feature unresponsive,11,High,Rohan,4:00 PM,4:00 PM,2-17-2021,2-18-2021,17-02-2021 00:00,18-02-2021 00:00,24,1
67703,Fiona,301-2890-55,Phone,Ace 6s+,Screen burning,,Low,Rohan,12:00 PM,12:00 PM,01-12-2021,1-15-2021,01-12-2021 12:00,15-01-2021 00:00,7692,321
88568,Connie,196-2185-68,Phone,Ace Galaxy S4,Broken display,6,High,Abhishek,12:00 PM,7:00 PM,1-19-2021,1-20-2021,19-01-2021 00:00,20-01-2021 00:00,24,1
58365,Arthur,919-8317-94,Phone,Ace Galaxy S6,Cannot establish network connection,,Low,Abhishek,7:00 AM,9:00 AM,1-29-2021,1-31-2021,29-01-2021 00:00,31-01-2021 00:00,48,2
50877,Byron,258-9131-36,Phone,Ace X3,Unresponsive power button,,Medium,Abhishek,5:00 PM,11:00 AM,01-03-2021,01-04-2021,01-03-2021 17:00,01-04-2021 11:00,738,31
12617,Kellan,406-1851-82,Phone,Ace Galaxy S9,Cannot adjust brightness,6,Low,Abhishek,7:00 PM,12:00 PM,1-24-2021,1-27-2021,24-01-2021 00:00,27-01-2021 00:00,72,3
10860,George,579-0837-96,Phone,Ace X3,Automatic reboots sometimes,3,Medium,Abhishek,8:00 AM,2:00 PM,1-31-2021,02-01-2021,31-01-2021 00:00,02-01-2021 14:00,682,29
6839,Maya,076-2410-54,Phone,Ace 6,App crashes,2,Medium,Ahmed,2:00 PM,3:00 PM,1-19-2021,1-20-2021,19-01-2021 00:00,20-01-2021 00:00,24,1
41982,Amber,425-9505-72,Phone,Ace 5s,Overall performance is sLow,,Medium,Ahmed,1:00 PM,8:00 PM,01-09-2021,01-10-2021,01-09-2021 13:00,01-10-2021 20:00,727,31
51330,Adrianna,589-7147-00,Phone,Ace Galaxy S10,Ace pen not recognized,1,Medium,Ahmed,10:00 AM,3:00 PM,1-13-2021,1-14-2021,13-01-2021 00:00,14-01-2021 00:00,24,1
45187,Fenton,077-9741-51,Phone,Ace X3,Partially screen damage,,Medium,Ahmed,9:00 AM,5:00 PM,01-05-2021,01-06-2021,01-05-2021 09:00,01-06-2021 17:00,752,32
6063,Freddie,015-2751-80,Phone,Ace M31 Prime,Camera not working,7,Medium,Ahmed,4:00 PM,6:00 PM,2-26-2021,2-27-2021,26-02-2021 00:00,27-02-2021 00:00,24,1
86736,Arnold,572-4715-02,Phone,Ace Galaxy S9,IR blaster unresponsive sometimes,,Low,Ahmed,12:00 PM,7:00 PM,2-22-2021,2-25-2021,22-02-2021 00:00,25-02-2021 00:00,72,3
52623,Mike,260-3911-85,Phone,Ace Galaxy S4,Cannot connect to Playstore,,Low,Ahmed,7:00 PM,10:00 PM,2-21-2021,2-24-2021,21-02-2021 00:00,24-02-2021 00:00,72,3
48772,Patrick,209-6492-77,Phone,Ace Galaxy S4,Phone crashes occasionally,,Low,Ahmed,9:00 AM,7:00 AM,02-02-2021,02-05-2021,02-02-2021 09:00,02-05-2021 07:00,2134,89
89445,Kimberly,578-0554-95,Phone,Ace Galaxy S6,Partially screen damage,,Medium,Ahmed,11:00 AM,5:00 PM,02-01-2021,02-02-2021,02-01-2021 11:00,02-02-2021 17:00,750,32
44114,Lily,404-6345-03,Phone,Ace 6,Camera not working,7,Medium,Ahmed,12:00 PM,7:00 PM,01-03-2021,01-04-2021,01-03-2021 12:00,01-04-2021 19:00,751,32
88750,Emma,367-7106-28,Phone,Ace M31 Prime,IR blaster unresponsive sometimes,,Low,Surya,2:00 PM,8:00 AM,2-25-2021,2-28-2021,25-02-2021 00:00,28-02-2021 00:00,72,3
30070,Byron,908-1362-23,Phone,Ace 5,Cannot connect to Playstore,,Low,Surya,3:00 PM,2:00 PM,02-11-2021,2-14-2021,02-11-2021 15:00,14-02-2021 00:00,6279,262
22709,Stuart,632-7257-94,Phone,Ace M31 Prime,Phone crashes occasionally,,Low,Surya,8:00 PM,1:00 PM,1-14-2021,1-16-2021,14-01-2021 00:00,16-01-2021 00:00,48,2
9636,Eddy,635-8031-91,Phone,Ace Galaxy S9,Ace pen not working often,1,Medium,Surya,3:00 PM,10:00 AM,1-19-2021,1-20-2021,19-01-2021 00:00,20-01-2021 00:00,24,1
44669,David,153-8184-19,Phone,Ace 6,Partially screen damage,,Medium,Raj,5:00 PM,9:00 AM,02-11-2021,02-12-2021,02-11-2021 17:00,02-12-2021 09:00,712,30
91542,Adelaide,960-3908-66,Phone,Ace Galaxy S6,Camera not working,7,Medium,Raj,6:00 PM,4:00 PM,2-25-2021,2-26-2021,25-02-2021 00:00,26-02-2021 00:00,24,1
37936,Alfred,985-6511-05,Phone,Ace M31 Prime,IR blaster unresponsive sometimes,,Low,Raj,7:00 PM,12:00 PM,1-25-2021,1-28-2021,25-01-2021 00:00,28-01-2021 00:00,72,3
82262,Emma,842-8607-70,Phone,Ace 5s,Cannot connect to Playstore,,Low,Raj,10:00 PM,7:00 PM,02-03-2021,02-06-2021,02-03-2021 22:00,02-06-2021 19:00,2205,92
92916,Myra,612-4391-76,Phone,Ace 5,Phone crashes occasionally,,Low,Raj,11:00 AM,9:00 AM,2-21-2021,2-24-2021,21-02-2021 00:00,24-02-2021 00:00,72,3
50539,Carter,334-2625-56,Phone,Ace Galaxy S4,The device is not turning on,,High,Raj,12:00 PM,11:00 AM,1-22-2021,1-23-2021,22-01-2021 00:00,23-01-2021 00:00,24,1
49776,Montgomery,451-1195-25,Phone,Ace 6s+,Display is broken,,Medium,Raj,7:00 AM,12:00 PM,1-27-2021,1-28-2021,27-01-2021 00:00,28-01-2021 00:00,24,1
1596,Crawford,884-8314-42,Phone,Ace M31 Prime,Does not get charged,,Medium,Raj,5:00 PM,2:00 PM,02-09-2021,02-11-2021,02-09-2021 17:00,02-11-2021 14:00,1461,61
88437,Edwards,954-2284-47,Phone,Ace Galaxy S10,Some apps are not working,,Low,Abhishek,7:00 PM,3:00 PM,2-13-2021,2-16-2021,13-02-2021 00:00,16-02-2021 00:00,72,3
59956,Farrell,953-3855-19,Phone,Ace 5,Forgotten password,,Medium,Abhishek,8:00 AM,2:00 PM,01-03-2021,01-04-2021,01-03-2021 08:00,01-04-2021 14:00,750,32
12501,Andrews,882-5931-93,Phone,Ace Galaxy S6,The device is not functioning,,High,Abhishek,2:00 PM,1:00 PM,1-28-2021,1-29-2021,28-01-2021 00:00,29-01-2021 00:00,24,1
71989,Davis,134-5609-86,Phone,Ace M31 Prime,The screen is completely blank,,High,Abhishek,1:00 PM,10:00 AM,02-12-2021,2-13-2021,02-12-2021 13:00,13-02-2021 00:00,7021,293
99603,Davis,281-4939-45,Phone,Ace M31 Prime,Camera is blurry,7,Low,Abhishek,10:00 AM,9:00 AM,2-23-2021,2-26-2021,23-02-2021 00:00,26-02-2021 00:00,72,3
72580,Kelley,243-5142-52,Tablet,Ace Tablet 500 Mini,Cannot connect to the app store,,Low,Abhishek,9:00 AM,4:00 PM,02-07-2021,02-10-2021,02-07-2021 09:00,02-10-2021 16:00,2215,93
20269,Kelley,188-7837-31,Tablet,Ace NotePad 2,The device heats up occasionally,,Low,Abhishek,4:00 PM,12:00 PM,2-25-2021,2-27-2021,25-02-2021 00:00,27-02-2021 00:00,48,2
19687,Hall,317-1180-57,Tablet,Ace Swift F20,The device needs a battery change,,Medium,Abhishek,12:00 PM,11:00 AM,01-09-2021,01-11-2021,01-09-2021 12:00,01-11-2021 11:00,1463,61
58084,Gibson,879-5699-69,Tablet,Ace NotePad 4,Device is not receiving updates,,Low,Surya,7:00 PM,9:00 AM,02-08-2021,02-09-2021,02-08-2021 19:00,02-09-2021 09:00,734,31
71384,Allen,133-4543-53,Tablet,Ace Tab E750,Speakers are not working,,Medium,Surya,1:00 PM,10:40 AM,1-16-2021,1-18-2021,16-01-2021 00:00,18-01-2021 00:00,48,2
73908,Johnston,555-4088-75,Tablet,Ace NotePad 4,Some apps are not opening,,Low,Surya,11:00 AM,12:00 PM,1-31-2021,02-02-2021,31-01-2021 00:00,02-02-2021 12:00,60,3
40313,Farrell,027-3619-14,Tablet,Ace Swift F20 Lite,Does not connect to the wifi,,Low,Surya,12:00 PM,2:00 PM,1-23-2021,1-26-2021,23-01-2021 00:00,26-01-2021 00:00,72,3
41361,Johnston,222-2441-73,Tablet,Ace Tablet 500 Mini,The device is not charging,,Medium,Surya,11:30 AM,10:00 AM,02-09-2021,02-11-2021,02-09-2021 11:30,02-11-2021 10:00,1462.5,61
13326,Rogers,159-3784-29,Tablet,Ace Swift F20 Lite,Device is not functioning at all,,High,Surya,5:00 PM,9:00 AM,02-02-2021,02-03-2021,02-02-2021 17:00,02-03-2021 09:00,664,28
22042,Cameron,026-6595-79,Tablet,Ace Tablet 500 Mini,Device does not connect to the network,,Medium,Rohan,7:00 PM,4:00 PM,1-28-2021,1-29-2021,28-01-2021 00:00,29-01-2021 00:00,24,1
28864,Crawford,480-9029-30,Tablet,Ace NotePad 4,Word and other ms apps are not opening,,Medium,Rohan,8:00 AM,12:00 PM,2-24-2021,2-25-2020,24-02-2021 00:00,25-02-2020 00:00,8760,365
66244,Smith,003-0915-09,Tablet,Ace Tab E750 Pro,Keyboard is not working,,Medium,Rohan,2:00 PM,11:00 AM,02-01-2021,02-03-2021,02-01-2021 14:00,02-03-2021 11:00,1413,59
59851,Perkins,320-4090-20,Tablet,Ace Tab E750 Pro,Does not connect to external devices,,Medium,Rohan,1:00 PM,9:00 AM,02-01-2021,02-02-2021,02-01-2021 13:00,02-02-2021 09:00,740,31
82232,Cole,899-2882-77,Tablet,Ace Tab E750,Forgotten password,,Low,Rohan,10:00 AM,11:00 AM,2-25-2021,2-28-2021,25-02-2021 00:00,28-02-2021 00:00,72,3
12451,Campbell,598-4221-23,Desktop,Ace PC 3699,Screen Is blank,,High,Rohan,6:00 PM,4:00 PM,01-09-2021,01-10-2021,01-09-2021 18:00,01-10-2021 16:00,718,30
56420,Payne,128-9778-64,Desktop,Ace Pro 1000,Screen borken,,High,Rohan,4:00 PM,12:00 PM,01-06-2021,01-07-2021,01-06-2021 16:00,01-07-2021 12:00,716,30
35546,Parker,887-0055-00,Desktop,Ace Pro 2000,Keyboard not working,,High,Rohan,12:00 PM,9:00 AM,2-26-2021,2-27-2021,26-02-2021 00:00,27-02-2021 00:00,24,1
53853,Richardson,031-2279-24,Desktop,Ace A700,Fans not working,,High,Rohan,7:00 PM,9:00 AM,1-31-2021,02-01-2021,31-01-2021 00:00,02-01-2021 09:00,687,29
91968,Cunningham,769-3879-62,Desktop,Ace PC 3699,Overheating very often,,Medium,Rohan,9:00 AM,8:00 AM,02-10-2021,02-12-2021,02-10-2021 09:00,02-12-2021 08:00,1463,61
82676,Walker,067-4147-28,Desktop,Ace AZ Desktop,Cannot access RAM,7,High,Rohan,1:00 PM,12:00 PM,1-19-2021,1-20-2021,19-01-2021 00:00,20-01-2021 00:00,24,1
48320,Brooks,859-8956-18,Desktop,Ace Pro 2000,Issue connecting to networks,,Low,Rohan,12:00 PM,2:00 PM,01-06-2021,01-09-2021,01-06-2021 12:00,01-09-2021 14:00,2210,93
20088,Grant,166-8994-28,Desktop,Ace Pro 1000,Cannot connect to the app store,,Low,Rohan,2:00 PM,3:00 PM,02-04-2021,02-07-2021,02-04-2021 14:00,02-07-2021 15:00,2185,92
54574,Brooks,256-2199-68,Desktop,Ace AZ Desktop,Low power supply,,Medium,Rohan,3:00 PM,11:00 AM,2-27-2021,###############################################################################################################################################################################################################################################################,27-02-2021 00:00,#VALUE!,#VALUE!,#VALUE!
58819,Moore,465-1197-97,Desktop,Ace Zeus V01,Power Button not working,,High,Rohan,8:00 PM,3:00 PM,01-03-2021,01-04-2021,01-03-2021 20:00,01-04-2021 15:00,739,31
77993,Perkins,243-7182-39,Desktop,Ace Pro 1000,Battery does not charge upto 100%,3,Medium,Rohan,3:00 PM,5:00 PM,02-06-2021,02-07-2021,02-06-2021 15:00,02-07-2021 17:00,722,31
2900,Moore,476-8470-37,Desktop,Ace PC 3699,Battery replacement,3,Low,Rohan,5:00 PM,6:00 PM,02-12-2021,2-15-2021,02-12-2021 17:00,15-02-2021 00:00,6977,291
77104,Wells,117-7345-38,Desktop,Ace Pro 1000,Screen Flickering when connected to charger,,Medium,Raj,6:00 PM,5:00 PM,02-04-2021,02-06-2021,02-04-2021 18:00,02-06-2021 17:00,1463,61
55942,Bennett,121-7663-61,Desktop,Ace Zeus V01,"Battery not charging, laptop works with charger",3,Low,Raj,7:00 PM,10:00 AM,2-23-2021,2-26-2021,23-02-2021 00:00,26-02-2021 00:00,72,3
70035,Phillips,369-5355-99,Desktop,Ace AZ Desktop,Charging port is loose,,High,Raj,10:00 PM,12:00 PM,2-18-2021,2-19-2021,18-02-2021 00:00,19-02-2021 00:00,24,1
12630,Morgan,995-6030-41,Desktop,Ace AZ Desktop,Keyboard not working,,Medium,Raj,11:00 AM,2:00 PM,2-16-2021,2-17-2021,16-02-2021 00:00,17-02-2021 00:00,24,1
36430,Hamilton,280-4629-30,Desktop,Ace A700,Touchscreen not working,,Medium,Raj,12:00 PM,3:00 PM,1-30-2021,1-31-2021,30-01-2021 00:00,31-01-2021 00:00,24,1
18544,Hawkins,469-6293-20,Desktop,Ace Quantum Core 5278,Display cracked,,High,Raj,12:00 PM,8:00 AM,02-03-2021,02-04-2021,02-03-2021 12:00,02-04-2021 08:00,740,31
44771,Elliott,749-8860-42,Desktop,Ace Pro 1000,Screen borken,,High,Raj,5:00 PM,3:00 PM,02-10-2021,02-11-2021,02-10-2021 17:00,02-11-2021 15:00,742,31
75746,Carter,439-3511-54,Desktop,Ace Pro 2000,Touchpad not working,,High,Raj,7:00 PM,5:00 PM,01-05-2021,01-06-2021,01-05-2021 19:00,01-06-2021 17:00,742,31
17740,Wilson,416-5946-26,Tablet,Ace Swift F20 Lite,Not charging,,High,Raj,8:00 AM,8:00 AM,02-01-2021,01-02-2021,02-01-2021 08:00,01-02-2021 08:00,720,30
42523,Cooper,816-0709-11,Tablet,Ace NotePad 4,Overheating very often,,Medium,Raj,2:00 PM,2:00 PM,2-22-2021,2-24-2021,22-02-2021 00:00,24-02-2021 00:00,48,2
59421,Ryan,193-1887-84,Tablet,Ace Tab E750 Pro,Not charging,,High,Raj,1:00 PM,1:00 PM,1-21-2021,1-22-2021,21-01-2021 00:00,22-01-2021 00:00,24,1
74808,Chapman,576-3100-61,Tablet,Ace Tab E750,Issue connecting to networks,,Low,Raj,10:00 AM,10:00 AM,01-03-2021,01-06-2021,01-03-2021 10:00,01-06-2021 10:00,2208,92
25078,Turner,187-6791-15,Tablet,Ace Swift F20 Lite,Phone lags and freezes,,Medium,Surya,9:00 AM,7:00 AM,1-23-2021,1-25-2021,23-01-2021 00:00,25-01-2021 00:00,48,2
84639,Baker,186-6743-75,Tablet,Ace NotePad 2,Overheating,,Low,Surya,4:00 PM,4:00 PM,2-24-2021,2-26-2021,24-02-2021 00:00,26-02-2021 00:00,48,2
48030,Martin,600-9552-21,Tablet,Ace Swift F20 Lite,"Water damage, phone dead",,High,Surya,12:00 PM,12:00 PM,01-05-2021,01-06-2021,01-05-2021 12:00,01-06-2021 12:00,744,31
11733,Dixon,909-4247-84,Tablet,Ace Tablet 500 Mini,Display cracked completely,,High,Surya,7:00 PM,7:00 PM,04-12-2021,4-13-2021,04-12-2021 19:00,13-04-2021 00:00,5659,236
7448,Adams,118-1745-73,Tablet,Ace Tab E750,Touchpad unresponsive,,High,Surya,9:00 AM,9:00 AM,3-29-2021,3-30-2021,29-03-2021 00:00,30-03-2021 00:00,24,1
63183,Anderson,546-6136-08,Tablet,Ace NotePad 4,Water damage,,High,Surya,4:00 PM,11:00 AM,4-27-2021,4-28-2021,27-04-2021 00:00,28-04-2021 00:00,24,1
29610,Harper,095-0301-67,Tablet,Ace Swift F20,Low battery life,,Low,Surya,5:00 PM,9:00 AM,4-22-2021,4-25-2021,22-04-2021 00:00,25-04-2021 00:00,72,3
10194,Brooks,361-8463-74,Tablet,Ace Swift F20 Lite,Doesnot charge upto 100%,,Medium,Surya,2:00 PM,2:00 PM,04-08-2021,04-10-2021,04-08-2021 14:00,04-10-2021 14:00,1464,61
38744,Mason,475-0398-93,Tablet,Ace Tab E750 Pro,Can't connect to wifi,,Medium,Surya,3:00 PM,3:00 PM,03-06-2021,03-07-2021,03-06-2021 15:00,03-07-2021 15:00,720,30
48378,Scott,324-6164-24,Tablet,Ace Tab E750,SLow Phone,,Low,Rohan,8:00 PM,8:00 PM,04-07-2021,04-11-2021,04-07-2021 20:00,04-11-2021 20:00,2952,123
55734,Fowler,938-8039-92,Phone,Ace Galaxy S10,Speakers not working,,Medium,Rohan,3:00 PM,3:00 PM,3-25-2021,3-27-2021,25-03-2021 00:00,27-03-2021 00:00,48,2
85677,Richards,089-9904-60,Phone,Ace Galaxy S9,Low battery life,,Low,Rohan,5:00 PM,5:00 PM,3-26-2021,3-20-2021,26-03-2021 00:00,20-03-2021 00:00,144,6
46776,Bailey,842-5905-55,Phone,Ace Galaxy S10,Cannot install apps,,Medium,Rohan,6:00 PM,6:00 PM,4-17-2021,4-19-2021,17-04-2021 00:00,19-04-2021 00:00,48,2
39583,Bennett,058-4999-98,Phone,Ace 5s,RAM not accessible,,High,Rohan,7:00 PM,7:00 PM,3-16-2021,3-17-2021,16-03-2021 00:00,17-03-2021 00:00,24,1
52701,Watson,904-6180-15,Phone,Ace M31 Prime,Cannot install updates,,Low,Rohan,10:00 PM,10:00 PM,3-30-2021,04-01-2021,30-03-2021 00:00,04-01-2021 22:00,2018,85
25128,Carter,636-1649-76,Phone,Ace X3,Display damaged,,High,Rohan,2:00 PM,12:00 PM,03-01-2021,03-02-2021,03-01-2021 14:00,03-02-2021 12:00,742,31
67471,Murray,718-2602-79,Phone,Ace 5s,Touchscreen unresponsive sometimes,,Low,Rohan,2:00 PM,2:00 PM,4-20-2021,4-22-2021,20-04-2021 00:00,22-04-2021 00:00,48,2
28500,Anderson,396-6222-64,Phone,Ace 6s+,Keyboard damaged,,Medium,Rohan,1:00 PM,3:00 PM,4-20-2021,4-22-2021,20-04-2021 00:00,22-04-2021 00:00,48,2
58977,Mason,144-0979-68,Phone,Ace X3,Touchscreen unresponsive,,Medium,Rohan,10:00 AM,8:00 PM,04-09-2021,04-10-2021,04-09-2021 10:00,04-10-2021 20:00,730,31
49345,Richardson,082-4221-30,Phone,Ace Galaxy S9,Water damage,,High,Rohan,4:00 PM,3:00 PM,3-16-2021,3-17-2021,16-03-2021 00:00,17-03-2021 00:00,24,1
30177,Tucker,329-3610-10,Phone,Ace 5s,Processor burning,,High,Rohan,4:00 PM,1:00 PM,3-19-2021,3-20-2021,19-03-2021 00:00,20-03-2021 00:00,24,1
2505,Henderson,255-4501-09,Phone,Ace Galaxy S4,Keyboard unresponsive,,Medium,Rohan,12:00 PM,6:00 PM,4-23-2021,4-24-2021,23-04-2021 00:00,24-04-2021 00:00,24,1
85000,Morrison,856-2927-68,Phone,Ace Galaxy S6,Fans not working sometimes,,Medium,Rohan,7:00 PM,7:00 PM,03-12-2021,3-14-2021,03-12-2021 19:00,14-03-2021 00:00,6355,265
38285,Owens,412-3515-18,Phone,Ace X3,Cannot install updates,,Low,Ahmed,9:00 AM,10:00 PM,4-14-2021,4-16-2021,14-04-2021 00:00,16-04-2021 00:00,48,2
41176,Hill,392-2559-80,Phone,Ace 6,Cannot install updates,,Low,Ahmed,11:00 AM,7:00 PM,04-11-2021,4-13-2021,04-11-2021 11:00,13-04-2021 00:00,4931,206
69903,Alexander,548-8920-96,Phone,Ace 5s,Screen blackout when turning on,,Medium,Ahmed,12:00 PM,10:00 PM,3-21-2021,3-23-2021,21-03-2021 00:00,23-03-2021 00:00,48,2
