CUSTOMER ID,CUSTOMER NAME,PHONE NO,PRODUCT CATEGORY,PRODUCT NAME,ISSUES,SEVERITY,CREATED BY,OPENED,CLOSED,DATE OPENED,DATECLOSED
58365,Arthur,919-8317-94,Phone,Ace Galaxy S6,Cannot establish network connection,Low,Abhishek,7:00 AM,9:00 AM,"January 29, 2021","January 31, 2021"
50877,Byron,258-9131-36,Phone,Ace X3,Unresponsive power button,Medium,Abhishek,5:00 PM,11:00 AM,"January 3, 2021","January 4, 2021"
12617,Kellan,406-1851-82,Phone,Ace Galaxy S9,Cannot adjust brightness,Low,Abhishek,7:00 PM,12:00 PM,"January 24, 2021","January 27, 2021"
10860,George,579-0837-96,Phone,Ace X3,Automatic reboots sometimes,Medium,Abhishek,8:00 AM,2:00 PM,"January 31, 2021","February 1, 2021"
6839,Maya,076-2410-54,Phone,Ace 6,App crashes,Medium,Ahmed,2:00 PM,3:00 PM,"January 19, 2021","January 20, 2021"
41982,Amber,425-9505-72,Phone,Ace 5s,Overall performance is sLow,Medium,Ahmed,1:00 PM,8:00 PM,"January 9, 2021","January 10, 2021"
51330,Adrianna,589-7147-00,Phone,Ace Galaxy S10,Ace pen not recognized,Medium,Ahmed,10:00 AM,3:00 PM,"January 13, 2021","January 14, 2021"
45187,Fenton,077-9741-51,Phone,Ace X3,Partially screen damage,Medium,Ahmed,9:00 AM,5:00 PM,"January 5, 2021","January 6, 2021"
6063,Freddie,015-2751-80,Phone,Ace M31 Prime,Camera not working,Medium,Ahmed,4:00 PM,6:00 PM,"February 26, 2021","February 27, 2021"
86736,Arnold,572-4715-02,Phone,Ace Galaxy S9,IR blaster unresponsive sometimes,Low,Ahmed,12:00 PM,7:00 PM,"February 22, 2021","February 25, 2021"
52623,Mike,260-3911-85,Phone,Ace Galaxy S4,Cannot connect to Playstore,Low,Ahmed,7:00 PM,10:00 PM,"February 21, 2021","February 24, 2021"
48772,Patrick,209-6492-77,Phone,Ace Galaxy S4,Phone crashes occasionally,Low,Ahmed,9:00 AM,7:00 AM,"February 2, 2021","February 5, 2021"
89445,Kimberly,578-0554-95,Phone,Ace Galaxy S6,Partially screen damage,Medium,Ahmed,11:00 AM,5:00 PM,"February 1, 2021","February 2, 2021"
44114,Lily,404-6345-03,Phone,Ace 6,Camera not working,Medium,Ahmed,12:00 PM,7:00 PM,"January 3, 2021","January 4, 2021"
88750,Emma,367-7106-28,Phone,Ace M31 Prime,IR blaster unresponsive sometimes,Low,Surya,2:00 PM,8:00 AM,"February 25, 2021","February 28, 2021"
30070,Byron,908-1362-23,Phone,Ace 5,Cannot connect to Playstore,Low,Surya,3:00 PM,2:00 PM,"February 11, 2021","February 14, 2021"
22709,Stuart,632-7257-94,Phone,Ace M31 Prime,Phone crashes occasionally,Low,Surya,8:00 PM,1:00 PM,"January 14, 2021","January 16, 2021"
9636,Eddy,635-8031-91,Phone,Ace Galaxy S9,Ace pen not working often,Medium,Surya,3:00 PM,10:00 AM,"January 19, 2021","January 20, 2021"
44669,David,153-8184-19,Phone,Ace 6,Partially screen damage,Medium,Raj,5:00 PM,9:00 AM,"February 11, 2021","February 12, 2021"
91542,Adelaide,960-3908-66,Phone,Ace Galaxy S6,Camera not working,Medium,Raj,6:00 PM,4:00 PM,"February 25, 2021","February 26, 2021"
37936,Alfred,985-6511-05,Phone,Ace M31 Prime,IR blaster unresponsive sometimes,Low,Raj,7:00 PM,12:00 PM,"January 25, 2021","January 28, 2021"
82262,Emma,842-8607-70,Phone,Ace 5s,Cannot connect to Playstore,Low,Raj,10:00 PM,7:00 PM,"February 3, 2021","February 6, 2021"
92916,Myra,612-4391-76,Phone,Ace 5,Phone crashes occasionally,Low,Raj,11:00 AM,9:00 AM,"February 21, 2021","February 24, 2021"
50539,Carter,334-2625-56,Phone,Ace Galaxy S4,The device is not turning on,High,Raj,12:00 PM,11:00 AM,"January 22, 2021","January 23, 2021"
49776,Montgomery,451-1195-25,Phone,Ace 6s+,Display is broken,Medium,Raj,7:00 AM,12:00 PM,"January 27, 2021","January 28, 2021"
1596,Crawford,884-8314-42,Phone,Ace M31 Prime,Does not get charged,Medium,Raj,5:00 PM,2:00 PM,"February 9, 2021","February 11, 2021"
88437,Edwards,954-2284-47,Phone,Ace Galaxy S10,Some apps are not working,Low,Abhishek,7:00 PM,3:00 PM,"February 13, 2021","February 16, 2021"
59956,Farrell,953-3855-19,Phone,Ace 5,Forgotten password,Medium,Abhishek,8:00 AM,2:00 PM,"January 3, 2021","January 4, 2021"
12501,Andrews,882-5931-93,Phone,Ace Galaxy S6,The device is not functioning,High,Abhishek,2:00 PM,1:00 PM,"January 28, 2021","January 29, 2021"
71989,Davis,134-5609-86,Phone,Ace M31 Prime,The screen is completely blank,High,Abhishek,1:00 PM,10:00 AM,"February 12, 2021","February 13, 2021"
99603,Davis,281-4939-45,Phone,Ace M31 Prime,Camera is blurry,Low,Abhishek,10:00 AM,9:00 AM,"February 23, 2021","February 26, 2021"
72580,Kelley,243-5142-52,Tablet,Ace Tablet 500 Mini,Cannot connect to the app store,Low,Abhishek,9:00 AM,4:00 PM,"February 7, 2021","February 10, 2021"
20269,Kelley,188-7837-31,Tablet,Ace NotePad 2,The device heats up occasionally,Low,Abhishek,4:00 PM,12:00 PM,"February 25, 2021","February 27, 2021"
19687,Hall,317-1180-57,Tablet,Ace Swift F20,The device needs a battery change,Medium,Abhishek,12:00 PM,11:00 AM,"January 9, 2021","January 11, 2021"
58084,Gibson,879-5699-69,Tablet,Ace NotePad 4,Device is not receiving updates,Low,Surya,7:00 PM,9:00 AM,"February 8, 2021","February 9, 2021"
71384,Allen,133-4543-53,Tablet,Ace Tab E750,Speakers are not working,Medium,Surya,1:00 PM,10:40 AM,"January 16, 2021","January 18, 2021"
73908,Johnston,555-4088-75,Tablet,Ace NotePad 4,Some apps are not opening,Low,Surya,11:00 AM,12:00 PM,"January 31, 2021","February 2, 2021"
40313,Farrell,027-3619-14,Tablet,Ace Swift F20 Lite,Does not connect to the wifi,Low,Surya,12:00 PM,2:00 PM,"January 23, 2021","January 26, 2021"
41361,Johnston,222-2441-73,Tablet,Ace Tablet 500 Mini,The device is not charging,Medium,Surya,11:30 AM,10:00 AM,"February 9, 2021","February 11, 2021"
13326,Rogers,159-3784-29,Tablet,Ace Swift F20 Lite,Device is not functioning at all,High,Surya,5:00 PM,9:00 AM,"February 2, 2021","February 3, 2021"
22042,Cameron,026-6595-79,Tablet,Ace Tablet 500 Mini,Device does not connect to the network,Medium,Rohan,7:00 PM,4:00 PM,"January 28, 2021","January 29, 2021"
28864,Crawford,480-9029-30,Tablet,Ace NotePad 4,Word and other ms apps are not opening,Medium,Rohan,8:00 AM,12:00 PM,"February 24, 2021","February 25, 2020"
66244,Smith,003-0915-09,Tablet,Ace Tab E750 Pro,Keyboard is not working,Medium,Rohan,2:00 PM,11:00 AM,"February 1, 2021","February 3, 2021"
59851,Perkins,320-4090-20,Tablet,Ace Tab E750 Pro,Does not connect to external devices,Medium,Rohan,1:00 PM,9:00 AM,"February 1, 2021","February 2, 2021"
82232,Cole,899-2882-77,Tablet,Ace Tab E750,Forgotten password,Low,Rohan,10:00 AM,11:00 AM,"February 25, 2021","February 28, 2021"
12451,Campbell,598-4221-23,Desktop,Ace PC 3699,Screen Is blank,High,Rohan,6:00 PM,4:00 PM,"January 9, 2021","January 10, 2021"
56420,Payne,128-9778-64,Desktop,Ace Pro 1000,Screen borken,High,Rohan,4:00 PM,12:00 PM,"January 6, 2021","January 7, 2021"
35546,Parker,887-0055-00,Desktop,Ace Pro 2000,Keyboard not working,High,Rohan,12:00 PM,9:00 AM,"February 26, 2021","February 27, 2021"
53853,Richardson,031-2279-24,Desktop,Ace A700,Fans not working,High,Rohan,7:00 PM,9:00 AM,"January 31, 2021","February 1, 2021"
91968,Cunningham,769-3879-62,Desktop,Ace PC 3699,Overheating very often,Medium,Rohan,9:00 AM,8:00 AM,"February 10, 2021","February 12, 2021"
82676,Walker,067-4147-28,Desktop,Ace AZ Desktop,Cannot access RAM,High,Rohan,1:00 PM,12:00 PM,"January 19, 2021","January 20, 2021"
48320,Brooks,859-8956-18,Desktop,Ace Pro 2000,Issue connecting to networks,Low,Rohan,12:00 PM,2:00 PM,"January 6, 2021","January 9, 2021"
20088,Grant,166-8994-28,Desktop,Ace Pro 1000,Cannot connect to the app store,Low,Rohan,2:00 PM,3:00 PM,"February 4, 2021","February 7, 2021"
54574,Brooks,256-2199-68,Desktop,Ace AZ Desktop,Low power supply,Medium,Rohan,3:00 PM,11:00 AM,"February 27, 2021","   February 29, 2021"
58819,Moore,465-1197-97,Desktop,Ace Zeus V01,Power Button not working,High,Rohan,8:00 PM,3:00 PM,"January 3, 2021","January 4, 2021"
77993,Perkins,243-7182-39,Desktop,Ace Pro 1000,Battery does not charge upto 100%,Medium,Rohan,3:00 PM,5:00 PM,"February 6, 2021","February 7, 2021"
2900,Moore,476-8470-37,Desktop,Ace PC 3699,Battery replacement,Low,Rohan,5:00 PM,6:00 PM,"February 12, 2021","February 15, 2021"
77104,Wells,117-7345-38,Desktop,Ace Pro 1000,Screen Flickering when connected to charger,Medium,Raj,6:00 PM,5:00 PM,"February 4, 2021","February 6, 2021"
55942,Bennett,121-7663-61,Desktop,Ace Zeus V01,"Battery not charging, laptop works with charger",Low,Raj,7:00 PM,10:00 AM,"February 23, 2021","February 26, 2021"
70035,Phillips,369-5355-99,Desktop,Ace AZ Desktop,Charging port is loose,High,Raj,10:00 PM,12:00 PM,"February 18, 2021","February 19, 2021"
12630,Morgan,995-6030-41,Desktop,Ace AZ Desktop,Keyboard not working,Medium,Raj,11:00 AM,2:00 PM,"February 16, 2021","February 17, 2021"
36430,Hamilton,280-4629-30,Desktop,Ace A700,Touchscreen not working,Medium,Raj,12:00 PM,3:00 PM,"January 30, 2021","January 31, 2021"
18544,Hawkins,469-6293-20,Desktop,Ace Quantum Core 5278,Display cracked,High,Raj,12:00 PM,8:00 AM,"February 3, 2021","February 4, 2021"
44771,Elliott,749-8860-42,Desktop,Ace Pro 1000,Screen borken,High,Raj,5:00 PM,3:00 PM,"February 10, 2021","February 11, 2021"
75746,Carter,439-3511-54,Desktop,Ace Pro 2000,Touchpad not working,High,Raj,7:00 PM,5:00 PM,"January 5, 2021","January 6, 2021"
17740,Wilson,416-5946-26,Tablet,Ace Swift F20 Lite,Not charging,High,Raj,8:00 AM,8:00 AM,"February 1, 2021","January 2, 2021"
42523,Cooper,816-0709-11,Tablet,Ace NotePad 4,Overheating very often,Medium,Raj,2:00 PM,2:00 PM,"February 22, 2021","February 24, 2021"
59421,Ryan,193-1887-84,Tablet,Ace Tab E750 Pro,Not charging,High,Raj,1:00 PM,1:00 PM,"January 21, 2021","January 22, 2021"
74808,Chapman,576-3100-61,Tablet,Ace Tab E750,Issue connecting to networks,Low,Raj,10:00 AM,10:00 AM,"January 3, 2021","January 6, 2021"
25078,Turner,187-6791-15,Tablet,Ace Swift F20 Lite,Phone lags and freezes,Medium,Surya,9:00 AM,7:00 AM,"January 23, 2021","January 25, 2021"
84639,Baker,186-6743-75,Tablet,Ace NotePad 2,Overheating,Low,Surya,4:00 PM,4:00 PM,"February 24, 2021","February 26, 2021"
48030,Martin,600-9552-21,Tablet,Ace Swift F20 Lite,"Water damage, phone dead",High,Surya,12:00 PM,12:00 PM,"January 5, 2021","January 6, 2021"
11733,Dixon,909-4247-84,Tablet,Ace Tablet 500 Mini,Display cracked completely,High,Surya,7:00 PM,7:00 PM,"April 12, 2021","April 13, 2021"
7448,Adams,118-1745-73,Tablet,Ace Tab E750,Touchpad unresponsive,High,Surya,9:00 AM,9:00 AM,"March 29, 2021","March 30, 2021"
63183,Anderson,546-6136-08,Tablet,Ace NotePad 4,Water damage,High,Surya,4:00 PM,11:00 AM,"April 27, 2021","April 28, 2021"
29610,Harper,095-0301-67,Tablet,Ace Swift F20,Low battery life,Low,Surya,5:00 PM,9:00 AM,"April 22, 2021","April 25, 2021"
10194,Brooks,361-8463-74,Tablet,Ace Swift F20 Lite,Doesnot charge upto 100%,Medium,Surya,2:00 PM,2:00 PM,"April 8, 2021","April 10, 2021"
38744,Mason,475-0398-93,Tablet,Ace Tab E750 Pro,Can't connect to wifi,Medium,Surya,3:00 PM,3:00 PM,"March 6, 2021","March 7, 2021"
48378,Scott,324-6164-24,Tablet,Ace Tab E750,SLow Phone,Low,Rohan,8:00 PM,8:00 PM,"April 7, 2021","April 11, 2021"
55734,Fowler,938-8039-92,Phone,Ace Galaxy S10,Speakers not working,Medium,Rohan,3:00 PM,3:00 PM,"March 25, 2021","March 27, 2021"
85677,Richards,089-9904-60,Phone,Ace Galaxy S9,Low battery life,Low,Rohan,5:00 PM,5:00 PM,"March 26, 2021","March 20, 2021"
46776,Bailey,842-5905-55,Phone,Ace Galaxy S10,Cannot install apps,Medium,Rohan,6:00 PM,6:00 PM,"April 17, 2021","April 19, 2021"
39583,Bennett,058-4999-98,Phone,Ace 5s,RAM not accessible,High,Rohan,7:00 PM,7:00 PM,"March 16, 2021","March 17, 2021"
52701,Watson,904-6180-15,Phone,Ace M31 Prime,Cannot install updates,Low,Rohan,10:00 PM,10:00 PM,"March 30, 2021","April 1, 2021"
25128,Carter,636-1649-76,Phone,Ace X3,Display damaged,High,Rohan,2:00 PM,12:00 PM,"March 1, 2021","March 2, 2021"
67471,Murray,718-2602-79,Phone,Ace 5s,Touchscreen unresponsive sometimes,Low,Rohan,2:00 PM,2:00 PM,"April 20, 2021","April 22, 2021"
28500,Anderson,396-6222-64,Phone,Ace 6s+,Keyboard damaged,Medium,Rohan,1:00 PM,3:00 PM,"April 20, 2021","April 22, 2021"
58977,Mason,144-0979-68,Phone,Ace X3,Touchscreen unresponsive,Medium,Rohan,10:00 AM,8:00 PM,"April 9, 2021","April 10, 2021"
49345,Richardson,082-4221-30,Phone,Ace Galaxy S9,Water damage,High,Rohan,4:00 PM,3:00 PM,"March 16, 2021","March 17, 2021"
30177,Tucker,329-3610-10,Phone,Ace 5s,Processor burning,High,Rohan,4:00 PM,1:00 PM,"March 19, 2021","March 20, 2021"
2505,Henderson,255-4501-09,Phone,Ace Galaxy S4,Keyboard unresponsive,Medium,Rohan,12:00 PM,6:00 PM,"April 23, 2021","April 24, 2021"
85000,Morrison,856-2927-68,Phone,Ace Galaxy S6,Fans not working sometimes,Medium,Rohan,7:00 PM,7:00 PM,"March 12, 2021","March 14, 2021"
38285,Owens,412-3515-18,Phone,Ace X3,Cannot install updates,Low,Ahmed,9:00 AM,10:00 PM,"April 14, 2021","April 16, 2021"
41176,Hill,392-2559-80,Phone,Ace 6,Cannot install updates,Low,Ahmed,11:00 AM,7:00 PM,"April 11, 2021","April 13, 2021"
69903,Alexander,548-8920-96,Phone,Ace 5s,Screen blackout when turning on,Medium,Ahmed,12:00 PM,10:00 PM,"March 21, 2021","March 23, 2021"
73305,Evans,317-6110-22,Phone,Ace M31 Prime,Minor monitor issues,Medium,Ahmed,2:00 PM,8:00 AM,"April 25, 2021","April 27, 2021"
44784,Miller,116-0074-85,Phone,Ace 5,Monitor ghosting,Medium,Ahmed,3:00 PM,2:00 PM,"April 9, 2021","April 11, 2021"
48445,Wright,761-1523-95,Phone,Ace M31 Prime,Blue Screen,High,Ahmed,8:00 PM,1:00 PM,"March 25, 2021","March 26, 2021"
13491,Spencer,446-2344-37,Phone,Ace 6,Failing power supply,High,Ahmed,3:00 PM,10:00 AM,"March 29, 2021","March 30, 2021"
22164,Thompson,748-5637-73,Phone,Ace 5,Screen frozen,High,Ahmed,5:00 PM,9:00 AM,"April 25, 2021","April 26, 2021"
61296,Crawford,854-8194-18,Phone,Ace X3,Camera is not working,Low,Ahmed,6:00 PM,10:00 PM,"March 25, 2021","March 28, 2021"
97439,Walker,950-6757-47,Phone,Ace 5,Battery does not last for long,Medium,Ahmed,7:00 PM,7:00 PM,"March 12, 2021","March 14, 2021"
3373,Hill,636-0879-82,Laptop,Ace TouchPad 2000,The device is not turning on,High,Ahmed,10:00 PM,10:00 PM,"April 3, 2021","April 4, 2021"
95634,Cole,823-4808-08,Laptop,Ace Infinite,Display is broken,Medium,Ahmed,5:00 PM,8:00 AM,"March 30, 2021","April 1, 2021"
17465,Nelson,628-0289-97,Laptop,Ace Flare S6,Does not get charged,Medium,Ahmed,7:00 PM,2:00 PM,"April 24, 2021","April 26, 2021"
91286,Harper,597-3460-58,Laptop,Ace Flare S6,Some apps are not working,Low,Ahmed,8:00 AM,1:00 PM,"March 11, 2021","March 13, 2021"
15874,Martin,827-4621-59,Laptop,Ace Lappy 1126,Forgotten password,Medium,Ahmed,2:00 PM,10:00 AM,"March 7, 2021","March 9, 2021"
12580,Warren,679-2237-74,Laptop,Ace TouchPad 2000,The device is not functioning,High,Ahmed,1:00 PM,9:00 AM,"March 30, 2021","March 31, 2021"
76894,Phillips,629-6704-98,Laptop,Ace SparX,The screen is completely blank,High,Ahmed,4:00 PM,9:00 AM,"April 19, 2021","April 20, 2021"
16598,Roberts,002-4188-54,Laptop,Ace Notebook 1.0,Camera is blurry,Low,Ahmed,9:00 AM,2:00 PM,"April 23, 2021","April 26, 2021"
33353,Adams,735-2729-36,Laptop,Ace Flare S2,Cannot connect to the app store,Low,Ahmed,4:00 PM,10:00 AM,"March 10, 2021","March 11, 2021"
23869,Cole,918-2231-04,Laptop,Ace Flare S2,The device heats up occasionally,Low,Abhishek,12:00 PM,9:00 AM,"April 5, 2021","April 6, 2021"
93236,Cunningham,394-8600-12,Laptop,Ace Notebook 1.0,The device needs a battery change,Medium,Abhishek,7:00 PM,4:00 PM,"March 28, 2021","March 30, 2021"
7978,Perry,222-6835-60,Laptop,Ace Flare S2,Device is not receiving updates,Low,Abhishek,9:00 AM,12:00 PM,"April 8, 2021","April 11, 2021"
10277,Howard,306-3117-63,Laptop,Ace SparX,Speakers are not working,Medium,Abhishek,11:00 AM,7:00 PM,"April 26, 2021","April 27, 2021"
61698,Kelly,281-9096-98,Laptop,Ace Flare S6,Some apps are not opening,Low,Abhishek,12:00 PM,9:00 AM,"March 16, 2021","March 19, 2021"
44633,West,868-7373-44,Laptop,Ace Flare S2,Does not connect to the wifi,Low,Abhishek,7:00 PM,11:00 AM,"March 17, 2021","March 21, 2021"
92651,Morris,462-4171-66,Laptop,Ace Lappy 1126,The device is not charging,Medium,Abhishek,8:00 AM,4:00 PM,"March 16, 2021","March 17, 2021"
29616,Riley,209-0469-34,Laptop,Ace Flare S6,Device is not functioning at all,High,Abhishek,2:00 PM,1:00 PM,"April 30, 2021","January 5, 2021"
26995,Perry,190-0490-75,Laptop,Ace Lappy 1126,Device does not connect to the network,Medium,Abhishek,6:00 PM,1:00 PM,"March 11, 2021","March 14, 2021"
73733,Elliott,735-7843-03,Laptop,Ace Notebook 1.0,Word and other ms apps are not opening,Medium,Abhishek,10:00 AM,7:00 PM,"April 14, 2021","April 15, 2021"
24078,Thomas,099-7030-25,Laptop,Ace TouchPad 2000,Keyboard is not working,Medium,Abhishek,9:00 AM,8:00 AM,"March 28, 2021","March 30, 2021"
70185,Ferguson,139-0978-11,Laptop,Ace Flare S6,Does not connect to external devices,Medium,Abhishek,4:00 PM,2:00 PM,"April 29, 2021","May 1, 2021"
54923,Ross,267-3203-79,Laptop,Ace TouchPad 2000,Forgotten password,Low,Abhishek,12:00 PM,1:00 PM,"April 7, 2021","April 9, 2021"
49182,Edwards,876-6265-11,Laptop,Ace TouchPad 2000,Screen Is blank,High,Abhishek,11:00 AM,10:00 AM,"April 9, 2021","April 10, 2021"
5121,Elliott,514-9085-02,Desktop,Ace Zeus V01,partial screen damage,Medium,Abhishek,12:00 PM,9:00 AM,"April 8, 2021","April 11, 2021"
94418,Gray,498-7772-75,Desktop,Ace Quantum Core 5278,speakers not working,Low,Surya,7:00 AM,4:00 PM,"April 4, 2021","April 7, 2021"
84458,Farrell,944-2401-17,Desktop,Ace Zeus V01,Screen frozen,High,Surya,5:00 PM,12:00 PM,"April 15, 2021","April 16, 2021"
46632,Ryan,613-4497-22,Desktop,Ace Zeus V01,Unresponsive power button,High,Surya,7:00 PM,7:00 PM,"April 8, 2021","April 9, 2021"
7889,Harper,954-6403-27,Tablet,Ace Tab E750,Cannot install apps,Low,Surya,8:00 AM,9:00 AM,"April 20, 2021","April 23, 2021"
92875,Richards,713-3758-05,Tablet,Ace Swift F20 Lite,Wifi connection issues,Low,Surya,2:00 PM,11:00 AM,"March 22, 2021","March 25, 2021"
82863,Hall,745-4756-75,Phone,Ace 6s+,Speakers damaged,Medium,Surya,1:00 PM,12:00 PM,"April 16, 2021","April 18, 2021"
27669,Richards,000-6154-85,Phone,Ace Galaxy S4,Calling feature unresponsive,High,Raj,4:00 AM,2:00 PM,"April 28, 2021","April 29, 2021"
11232,Robinson,115-8832-17,Phone,Ace 6s+,Broken Camera,Medium,Raj,9:00 AM,3:00 PM,"April 18, 2021","April 19, 2021"
97023,Elliott,914-7597-80,Laptop,Ace Notebook 2.0 Lite,Partially screen damage,Medium,Raj,4:00 PM,8:00 PM,"April 9, 2021","April 10, 2021"
90286,Elliott,024-2741-71,Laptop,Ace Infinite,Camera not working,Medium,Raj,12:00 PM,3:00 PM,"March 11, 2021","March 12, 2021"
73216,Jones,044-7723-48,Laptop,Ace Swift F20 Lite,Difficulty installing updates,Low,Raj,7:00 PM,8:00 PM,"March 6, 2021","March 9, 2021"
67004,Howard,802-7165-72,Laptop,Ace SparX,Cannot connect to Playstore,Low,Raj,9:00 AM,3:00 PM,"March 15, 2021","March 19, 2021"
93651,Farrell,976-3304-17,Laptop,Ace Swift F20 Lite,Phone crashes occasionally,Low,Raj,11:00 AM,5:00 PM,"April 12, 2021","April 15, 2021"
86610,Roberts,198-2846-81,Laptop,Ace Flare S6,OS issues,Medium,Raj,12:00 PM,6:00 PM,"April 9, 2021","April 10, 2021"
81590,Spencer,468-9978-19,Laptop,Ace Notebook 1.0,MS apps not functioning,Medium,Raj,2:00 PM,9:00 AM,"March 23, 2021","March 25, 2021"
85303,Owens,523-7430-67,Laptop,Ace Flare S2,Overall performance is sLow,Medium,Raj,3:00 PM,10:00 AM,"April 24, 2021","April 26, 2021"
724,Carroll,281-7433-28,Laptop,Ace TouchPad 2000,Touchscreen damaged,High,Raj,4:00 PM,12:00 PM,"April 22, 2021","April 23, 2021"
9702,Montgomery,137-8589-16,Laptop,Ace Lappy 1126,Not charging,Low,Raj,3:00 PM,2:00 PM,"April 15, 2021","April 18, 2021"
97021,Spencer,313-7732-92,Phone,Ace Galaxy S6,"Water damage, phone dead",High,Ahmed,5:00 PM,3:00 PM,"March 13, 2021","March 14, 2021"
13534,Ross,116-7979-20,Phone,Ace Galaxy S10,Display cracked completely,High,Ahmed,6:00 PM,2:00 PM,"March 19, 2021","March 20, 2021"
48693,Phillips,827-8428-97,Phone,Ace Galaxy S6,Damaged charging port,High,Ahmed,7:00 PM,3:00 PM,"March 23, 2021","March 24, 2021"
26088,Russell,316-6450-69,Phone,Ace Galaxy S9,Phone dead,High,Ahmed,10:00 AM,5:00 PM,"April 10, 2021","April 10, 2021"
30549,Lloyd,044-6217-02,Phone,Ace Galaxy S6,Cannot download apps,Medium,Ahmed,11:00 AM,6:00 PM,"April 6, 2021","April 7, 2021"
39198,Mitchell,223-8200-30,Phone,Ace M31 Prime,Cannot connect to wifi,Low,Ahmed,12:00 PM,7:00 PM,"April 4, 2021","April 7, 2021"
7004,Carroll,041-2888-30,Phone,Ace Galaxy S4,Low battery life,Low,Ahmed,7:00 AM,10:00 PM,"March 6, 2021","February 7, 2021"
49194,Murphy,236-8125-04,Desktop,Ace PC 3699,Unresponsive power button,Medium,Ahmed,5:00 PM,5:00 PM,"March 12, 2021","March 13, 2021"
30674,Nelson,906-0942-79,Desktop,Ace Pro 1000,Overheating,Medium,Ahmed,7:00 PM,10:00 PM,"April 21, 2021","April 22, 2021"
8793,Hunt,192-2316-64,Desktop,Ace A700,Blue screen,High,Ahmed,8:00 AM,8:00 AM,"March 6, 2021","March 7, 2021"
91992,Dixon,360-5453-42,Desktop,Ace Pro 2000,Display broken,High,Ahmed,2:00 PM,2:00 PM,"March 7, 2021","March 8, 2021"
44176,Turner,289-6617-22,Tablet,Ace NotePad 2,Keypad not responding,Medium,Ahmed,1:00 PM,1:00 PM,"March 31, 2021","April 2, 2021"
55926,Walker,492-4893-06,Tablet,Ace NotePad 2,Display cracked completely,High,Ahmed,10:00 AM,10:00 AM,"April 12, 2021","April 13, 2021"
90941,Fowler,467-8054-70,Tablet,Ace NotePad 4,Volume cannot be adjusted,Medium,Ahmed,9:00 AM,9:00 AM,"March 7, 2021","March 9, 2021"
61670,Elliott,158-8501-33,Tablet,Ace Swift F20,Cannot establish bluetooth connection,Low,Ahmed,4:00 PM,10:00 PM,"March 10, 2021","March 14, 2021"
86544,Bailey,181-0732-15,Phone,Ace M31 Prime,Low battery life,Low,Ahmed,12:00 PM,7:00 PM,"March 14, 2021","March 16, 2021"
19562,Wright,487-1149-43,Tablet,Ace NotePad 4,Apps crashing often,Medium,Surya,7:00 PM,8:00 AM,"April 14, 2021","April 16, 2021"
51388,Turner,792-3512-25,Laptop,Ace Flare S2,Overheating often,Medium,Surya,9:00 AM,2:00 PM,"March 31, 2021","April 1, 2021"
62668,Montgomery,839-2577-34,Laptop,Ace SparX,USB port broken,Medium,Surya,4:00 PM,1:00 PM,"April 29, 2021","January 5, 2021"
82899,Dixon,630-4498-57,Laptop,Ace Notebook 2.0,Connected to charger not charging,Low,Surya,12:00 PM,10:00 AM,"April 3, 2021","April 6, 2021"
21395,Clark,280-8108-12,Tablet,Ace Tablet 500 Mini,Not charging,High,Surya,2:00 PM,9:00 AM,"March 20, 2021","March 21, 2021"
21745,Owens,703-1004-78,Phone,Ace M31 Prime,Low battery life,Low,Surya,3:00 PM,4:00 PM,"April 29, 2021","April 30, 2021"
16042,Cameron,924-5927-27,Phone,Ace 5s,Low battery life,Low,Surya,8:00 PM,12:00 PM,"March 9, 2021","March 10, 2021"
91521,Robinson,988-0600-08,Desktop,Ace AZ Desktop,Power supply is Low,Medium,Rohan,3:00 PM,7:00 PM,"April 23, 2021","April 24, 2021"
62080,Montgomery,697-2190-93,Desktop,Ace Zeus V01,Minor software issues,Low,Rohan,5:00 PM,9:00 AM,"March 21, 2021","March 23, 2021"
53699,Taylor,028-4001-00,Desktop,Ace AZ Desktop,Screen glitches,Medium,Rohan,6:00 PM,11:00 AM,"March 29, 2021","March 30, 2021"
5754,Crawford,179-8879-11,Phone,Ace Galaxy S9,Cannot download apps,Medium,Rohan,7:00 PM,12:00 PM,"April 8, 2021","April 10, 2021"
29030,Martin,619-6803-46,Phone,Ace X3,Cannot connect to wifi,Low,Rohan,10:00 PM,5:00 PM,"March 28, 2021","March 31, 2021"
65902,Lloyd,871-5202-72,Laptop,Ace Notebook 1.0,Low battery life,Low,Rohan,8:00 AM,6:00 PM,"April 26, 2021","April 29, 2021"
69660,Myers,217-1510-17,Tablet,Ace Tablet 500,Charging port is loose,Medium,Rohan,2:00 PM,7:00 PM,"March 8, 2021","March 9, 2021"
46214,Douglas,796-4318-98,Laptop,Ace Notebook 1.0,Touchscreen unresponsive,Medium,Rohan,1:00 PM,10:00 AM,"March 18, 2021","March 20, 2021"
20500,Cole,919-1356-08,Tablet,Ace Tablet 500,Touchscreen unresponsive,High,Rohan,3:00 AM,12:00 PM,"April 23, 2021","April 24, 2021"
10258,Cameron,704-0606-68,Phone,Ace Galaxy S10,Cannot download apps,Medium,Rohan,9:00 AM,2:00 PM,"March 21, 2021","March 22, 2021"
12438,Mason,979-0495-74,Desktop,Ace PC 3699,Monitor ghosting,Medium,Rohan,4:00 PM,3:00 PM,"March 19, 2021","March 21, 2021"
